,read_name,avg_match,ref_start_primary,ref_start_secondary,ref_name_primary,ref_name_secondary,is_reverse_primary,is_reverse_secondary
0,c87c81ef-567e-4730-8135-baba532606ff,15102.0,45500,42681,EM11,EM60,True,True
1,09e48f21-1e43-4485-9c44-839c6ee6245e,11015.0,77693,74526,EM11,EM60,False,False
2,b2a3e34a-3c5e-4a03-b57f-cf966730a16e,10783.0,42145,38956,EM11,EM60,False,False
3,7b80a86e-a960-40c6-9eaf-23787a42235e,10740.0,49954,46765,EM11,EM60,False,False
4,fd79be76-d761-47ba-9a06-eea770a15418,10606.5,44680,62129,EM11,EM60,True,True
5,aaae6bcd-e5ae-4a34-839e-6772bd7cc5fa,10574.0,78141,74974,EM11,EM60,True,True
6,0ced294f-9266-4829-92e1-14edabbe3c94,10381.0,47448,44259,EM11,EM60,False,False
7,5b02002c-88f2-421c-842c-6b29d9ad7400,10214.5,77073,73906,EM11,EM60,True,True
8,895901d0-e4ae-4f9e-b977-29a9102de232,9918.5,76754,73587,EM11,EM60,True,True
9,9db391a8-6d97-492c-ac4b-a668a0cddb26,9607.5,76339,73172,EM11,EM60,False,False
10,823292be-007e-4b68-a34e-67dc420fe387,9466.0,77181,74144,EM11,EM60,True,True
11,eb89710e-e8c2-43a3-8415-1c4a49ab6b62,9403.5,44245,41056,EM11,EM60,False,False
12,d3cdcce5-50ab-4552-b83c-d57db59eac07,9270.0,42182,38993,EM11,EM60,False,False
13,0af158be-9564-4a36-8ab7-e4868c3bc985,9093.5,47959,44770,EM11,EM60,True,True
14,cff0e74b-bc62-45e3-9361-ed2db52fd466,8845.0,47189,44000,EM11,EM60,False,False
15,30005be0-a499-47d2-b664-ae626e436d6d,8613.5,48624,45435,EM11,EM60,False,False
16,fd3c6217-54dd-4c79-bf9b-b9f91faa6448,8443.0,49007,45818,EM11,EM60,True,True
17,4244ad61-ac6b-4215-87b1-1035e6ed940b,8395.5,45617,42428,EM11,EM60,True,True
18,04af264e-54e8-4d7a-98e3-a792c10d111d,8297.0,48214,45025,EM11,EM60,False,False
19,933a6ea9-9e46-4352-92ed-35c9d3fe70c2,8288.0,49597,46481,EM11,EM60,True,True
20,aa2bfea8-4b43-4b0b-834a-84102959bf4c,8067.0,52392,47231,EM11,EM60,False,False
21,d66ffa8e-2b2e-4769-a09b-21790bee2892,7869.5,49394,46205,EM11,EM60,False,False
22,9d9be00f-1c10-42ff-9c04-3f8e691b0c0a,7798.0,50233,47044,EM11,EM60,False,False
23,fea2ac84-6f94-4cf4-9dc6-e858e57ebe6e,7766.0,45764,42575,EM11,EM60,False,False
24,69d0740b-241e-4a48-95c3-75c20760d4d7,7732.5,45867,42963,EM11,EM60,True,True
25,b03f8c4a-7491-400b-9f88-d60652af0a0a,7637.0,47980,44791,EM11,EM60,False,False
26,9bac7130-0fb9-4b1d-ac6a-c4fb24671e9e,7622.0,45333,42591,EM11,EM60,True,True
27,559b1f16-c94c-47f2-bb9b-707855c00146,7547.5,48462,45304,EM11,EM60,False,False
28,754b2e0a-0761-4000-9db5-837987d09c3b,7538.0,45948,42855,EM11,EM60,True,True
29,a09870d8-a415-49d9-946b-b1232a184189,7538.0,76703,73613,EM11,EM60,False,False
30,c9af4468-d468-4e14-8862-16872648f1d0,7493.0,48680,45491,EM11,EM60,True,True
31,ee549941-048a-4829-a141-b5ee0306ce15,7473.5,41814,38646,EM11,EM60,True,True
32,43aa71cd-57d9-4492-91ea-9c43d9a609ff,7401.0,48732,45543,EM11,EM60,True,True
33,095a175b-6605-4e82-8a64-58cc1779301e,7350.0,49376,46104,EM11,EM60,True,True
34,61907f19-3044-43b7-a21e-3b700d059d61,7306.5,42260,39103,EM11,EM60,True,True
35,1256ec2d-1ecd-4364-9c17-b9c847526e09,7302.0,49654,46187,EM11,EM60,False,False
36,b22e7e3c-49b2-42b3-b17e-a48734d504fa,7286.0,44703,41514,EM11,EM60,False,False
